review,rating,date,bank,source,sentiment_label,sentiment_score,themes
"this is the best ethiopia application to transfer money account to account, bank to bank, pay bills, recharge your mobile card",5,2022-05-09,CBE,Google Play Store,POSITIVE,0.9958237409591675,"login_issues, transactions"
"I gave 1 star, because to get verification number must go to branch. Now day technology is developing by speed of light. Please make it register and usable without going branch. The i will give 5 star.",1,2022-05-09,CBE,Google Play Store,POSITIVE,0.9905492663383484,performance
"It is very interesting and useful app, it make easy process of finacial transaction, i like it",5,2022-05-08,CBE,Google Play Store,POSITIVE,0.9996254444122314,transactions
Useful and synchronized fast.,4,2022-05-08,CBE,Google Play Store,POSITIVE,0.9996633529663086,performance
I like the app but sometimes it gives you error message but the transfer was done even no notification so i thought not transferred so i do transfer again so i do double transfer Please improve this,3,2022-05-06,CBE,Google Play Store,NEGATIVE,0.975977897644043,"transactions, bugs"
ገንዘብ ከአካውንት ወደ አካውንት የሚያስተላልፉ ሰዎቸን ስም ወይም ስልካቸውን ብናገኝ እንደ ቤተክርስቲያን ደረሰኝ ለመስጠትና ለማመስገን ይረዳናል ።,4,2022-05-05,CBE,Google Play Store,NEGATIVE,0.9582905173301697,other
"It is best application for banking system. Because it's save time, and make easy all things like, paying for other, transferring mobile charging and etc... But it's good if you add mini statement option like tele birr app, it's make full.",4,2022-05-05,CBE,Google Play Store,POSITIVE,0.9991262555122375,transactions
Very easy to use.,5,2022-05-05,CBE,Google Play Store,POSITIVE,0.9993563294410706,other
It was good app I like it.,4,2022-05-05,CBE,Google Play Store,POSITIVE,0.9998646974563599,other
Stopped showing received or deposits recently.,3,2022-05-05,CBE,Google Play Store,NEGATIVE,0.9988152980804443,other
reviews,1,2022-05-04,CBE,Google Play Store,POSITIVE,0.998808741569519,other
Best app to use,5,2022-05-04,CBE,Google Play Store,POSITIVE,0.9985859394073486,other
Every time it needs to reconfiger by physical presentation. Why online access is not given to the user?,2,2022-05-04,CBE,Google Play Store,NEGATIVE,0.9982894062995911,login_issues
open,5,2022-05-03,CBE,Google Play Store,POSITIVE,0.9997945427894592,other
Good its,5,2022-05-03,CBE,Google Play Store,POSITIVE,0.9998164772987366,other
"First of all you need to be given a pin from a commercial bank, next you must have your bank book with you in order to be given the pin code. So I never got to use it, I just didn't want it that bad.",1,2022-05-02,CBE,Google Play Store,NEGATIVE,0.9848414659500122,other
"You have to go to the bank branch to activate the app where there is the worst customer service, after the activation the app lags so much that i had to uninstall it to restart it again. Know it asks to go to the bank again to activate it.",1,2022-05-01,CBE,Google Play Store,NEGATIVE,0.999767005443573,"performance, customer_support"
Am a postgraduate student. it has eased my life here .,5,2022-04-29,CBE,Google Play Store,POSITIVE,0.9908062815666199,other
Really Simple and Secured,5,2022-04-25,CBE,Google Play Store,POSITIVE,0.9998243451118469,other
It has simply simplified my life..i love it.,5,2022-04-25,CBE,Google Play Store,POSITIVE,0.9996981620788574,other
very very nice app but it's Not done by simple network,4,2022-04-25,CBE,Google Play Store,NEGATIVE,0.9484640955924988,other
It's the perfect app for online mobile banking,5,2022-04-22,CBE,Google Play Store,POSITIVE,0.9997904896736145,other
Exceptionaly Good!!,5,2022-04-22,CBE,Google Play Store,POSITIVE,0.9998587369918823,other
Excellent and simple app than all available apps,5,2022-04-20,CBE,Google Play Store,POSITIVE,0.9998650550842285,other
It would be really awesome if it had an export to csv file option on recent transactions.,4,2022-04-20,CBE,Google Play Store,NEGATIVE,0.9871724247932434,transactions
Easly And Vergood App Thanks CBE From Shilabo Ethiopia Somali Regional State,5,2022-04-19,CBE,Google Play Store,POSITIVE,0.7312815189361572,other
Best bank of Ethiopia good,2,2022-04-19,CBE,Google Play Store,POSITIVE,0.9998111128807068,other
መልካም,5,2022-04-19,CBE,Google Play Store,NEGATIVE,0.6970561742782593,other
Immaculately designed for the target group.,4,2022-04-17,CBE,Google Play Store,POSITIVE,0.9995649456977844,ui_ux
Difficult to link two accounts,2,2022-04-15,CBE,Google Play Store,NEGATIVE,0.9997584223747253,login_issues
Perfect!!,5,2022-04-15,CBE,Google Play Store,POSITIVE,0.9998695850372314,other
That's a good app but it 's more fun if you add features like weekly report download in PDF and that's why I gave you 4⭐.,4,2022-04-15,CBE,Google Play Store,POSITIVE,0.9986829161643982,other
Superb,5,2022-04-14,CBE,Google Play Store,POSITIVE,0.9998656511306763,other
Ridiculous,2,2022-04-14,CBE,Google Play Store,NEGATIVE,0.9996989965438843,other
"Is very important APP used at a time T, anywhere. Thanks",5,2022-04-13,CBE,Google Play Store,POSITIVE,0.9990317821502686,other
Its good to taransfer,4,2022-04-13,CBE,Google Play Store,POSITIVE,0.9995874762535095,other
Thanks CBE!,5,2022-04-13,CBE,Google Play Store,POSITIVE,0.999774158000946,other
Best mobile banking App,5,2022-04-12,CBE,Google Play Store,POSITIVE,0.9997095465660095,other
This app makes it easy to make transaction,4,2022-04-12,CBE,Google Play Store,POSITIVE,0.9957734942436218,transactions
Not helpful,1,2022-04-10,CBE,Google Play Store,NEGATIVE,0.9997971653938293,customer_support
በጣም አሪፍ ሲስትም ነው በርቱ,5,2022-04-09,CBE,Google Play Store,NEGATIVE,0.8832126259803772,other
"It is very good, it make my life easy !!",4,2022-04-08,CBE,Google Play Store,POSITIVE,0.9998786449432373,other
Bdry good app and functional system,5,2022-04-07,CBE,Google Play Store,POSITIVE,0.9998414516448975,other
It's a nice app & works properly.,5,2022-04-07,CBE,Google Play Store,POSITIVE,0.9998606443405151,other
"It app so bad for it can't update review recent send,others thing the service are so poor",1,2022-04-06,CBE,Google Play Store,NEGATIVE,0.9996225833892822,customer_support
Fast and accurate,5,2022-04-06,CBE,Google Play Store,POSITIVE,0.9998525381088257,performance
Exelent app it's very help full,5,2022-04-06,CBE,Google Play Store,POSITIVE,0.9884259700775146,customer_support
"I am a biginer, too early to comment",5,2022-04-05,CBE,Google Play Store,NEGATIVE,0.9945287108421326,other
Great 👍 👌 👍 App,5,2022-04-05,CBE,Google Play Store,POSITIVE,0.9984753727912903,other
"I appreciate the effort you put in this application, but for commercial bank employees, you should include staff who speak the language spoken by the customers, depending on the location of the bank, in particular, the Somali region thank you. ለንግድ ባንክ ሰራተኞች ግን ደንበኞቹ የሚናገሩትን ቋንቋ የሚናገሩ ሰራተኞችን ማካተት አለቦት እንደ ባንኩ አካባቢ በተለይም የሶማሌ ክልል እናመሰግናለን።",3,2022-04-05,CBE,Google Play Store,POSITIVE,0.9969294667243958,other
"Unreliable,slow app with childish interface. Learn from other banks such as BoA to design your app and try to add more functionality.",1,2022-04-05,CBE,Google Play Store,NEGATIVE,0.9996914863586426,"performance, ui_ux"
Really I am happy by this app is to use and time wise insted of go bank I use my phone to transfer money.,5,2022-04-05,CBE,Google Play Store,POSITIVE,0.9985722303390503,transactions
How do I register what do I need am new customer ?,3,2022-04-04,CBE,Google Play Store,NEGATIVE,0.9988681077957153,other
Not fun.....not lively Its 2022 and counting u guys suck,1,2022-04-04,CBE,Google Play Store,NEGATIVE,0.9997674822807312,other
It's good application but sometimes can't work properly!,3,2022-04-03,CBE,Google Play Store,NEGATIVE,0.9980024695396423,other
"It is a great app, I like it!",5,2022-04-03,CBE,Google Play Store,POSITIVE,0.9998739957809448,other
Not seen money send to agent why?,5,2022-04-02,CBE,Google Play Store,NEGATIVE,0.9990680813789368,other
It is very useful app I like it to use,1,2022-04-01,CBE,Google Play Store,POSITIVE,0.9993374943733215,other
"Have been using it for 2 years, the new update is even better. Best MB app",4,2022-04-01,CBE,Google Play Store,POSITIVE,0.9982481002807617,other
Wow very good app i like,5,2022-03-31,CBE,Google Play Store,POSITIVE,0.9998621940612793,other
Not always good It is helpfull,5,2022-03-29,CBE,Google Play Store,NEGATIVE,0.98907870054245,customer_support
አንድ ጊዜ ታዞ ሁለቴ ያስተላልፋል አረ አስተካክሉት,4,2022-03-29,CBE,Google Play Store,NEGATIVE,0.9200406074523926,other
Very good. App,4,2022-03-29,CBE,Google Play Store,POSITIVE,0.9998645782470703,other
The best and secured app thank you!,5,2022-03-28,CBE,Google Play Store,POSITIVE,0.9998613595962524,other
After everything done it can't save and share the transactions receipt,3,2022-03-28,CBE,Google Play Store,NEGATIVE,0.9979425072669983,transactions
A must have apps.,5,2022-03-28,CBE,Google Play Store,POSITIVE,0.9657729268074036,other
"It's good app, it is simple to use. It would be better if there was more recent records on the ""recents"" toolbar. It is only about 17 deposit and withdrawal recent records displayed to the user while others are deleted automatically.",4,2022-03-28,CBE,Google Play Store,POSITIVE,0.9365184903144836,other
Thank you.,5,2022-03-27,CBE,Google Play Store,POSITIVE,0.9998457431793213,other
I like the apps,5,2022-03-27,CBE,Google Play Store,POSITIVE,0.9994787573814392,other
Fantastic it's nice to using internationally network to developing world-wide.,4,2022-03-27,CBE,Google Play Store,POSITIVE,0.9998517036437988,other
Wow! This is how to make life easier!,5,2022-03-25,CBE,Google Play Store,POSITIVE,0.9996380805969238,other
its good app but the main problem of this app is When you change your phone or restore it you should go bank to instill the up again so imagin any time if you want change your phone you should go bank.thats to bad.,1,2022-03-25,CBE,Google Play Store,NEGATIVE,0.9967520236968994,other
Great and I am happy especially using it from abroad.,5,2022-03-25,CBE,Google Play Store,POSITIVE,0.9998881816864014,other
The app should have FAQ SO THAT THE APP DESCRIBES HOW TO USE SPECIALLY TRANSACTION ISSUES LIKE LIMITATIONS,3,2022-03-24,CBE,Google Play Store,NEGATIVE,0.9989374279975891,transactions
Easy,5,2022-03-24,CBE,Google Play Store,POSITIVE,0.9972309470176697,other
Experience for free of charge payment,5,2022-03-22,CBE,Google Play Store,POSITIVE,0.8543924689292908,transactions
"It's a great app. I've been using this app since the bank launched it. As a long-term user, I would like to point out things that need to be improved. 1. Deleting money transfer history should be the user's choice. 2. There should be an option to download an in-depth transfer history for each transfer activity , just as there is posiblity to download a single time transfer recit. Do that and get 5 star.",3,2022-03-18,CBE,Google Play Store,POSITIVE,0.7781202793121338,transactions
Tell us more,5,2022-03-18,CBE,Google Play Store,POSITIVE,0.9942019581794739,other
Useless up for payment purpose,1,2022-03-18,CBE,Google Play Store,NEGATIVE,0.999790608882904,transactions
Easy to use v good,5,2022-03-18,CBE,Google Play Store,POSITIVE,0.9909098744392395,other
"Its amazing app , i like it specifically updated version is to smart . WOW CBE. But users have to Login without of goingto Bank after first registration . In this app If User was change His phone or uninstall app Hi have to go bank to use again, this is not good :: if this problem was fixed This app wasn't Any - comments. This is my feedback Thanks",5,2022-03-18,CBE,Google Play Store,NEGATIVE,0.9954646229743958,login_issues
It is very useful app that easer to use,5,2022-03-17,CBE,Google Play Store,POSITIVE,0.9991061091423035,other
Fetching transactions is very slow and makes the whole app stacked.,3,2022-03-16,CBE,Google Play Store,NEGATIVE,0.999546468257904,"performance, transactions"
Easy to use. I love it !,5,2022-03-15,CBE,Google Play Store,POSITIVE,0.9998782873153687,other
It would be more help full if you can login with two of your accounts,3,2022-03-15,CBE,Google Play Store,NEGATIVE,0.9984725117683411,"login_issues, customer_support"
It is easy and safe application,5,2022-03-11,CBE,Google Play Store,POSITIVE,0.9995610117912292,other
Deducting 2times the same order starting from march7and 8 it is difficult to use mobile banking,2,2022-03-11,CBE,Google Play Store,NEGATIVE,0.9994576573371887,other
I am interested in the application.,5,2022-03-10,CBE,Google Play Store,POSITIVE,0.9994285702705383,other
I am comfertable with the sevice upto this time. But wish the service be applicable without internet connection. If this is possible more custemers benifits.,4,2022-03-10,CBE,Google Play Store,NEGATIVE,0.9983903169631958,customer_support
is the best,1,2022-03-10,CBE,Google Play Store,POSITIVE,0.9998418092727661,other
🙄🙄🙄,5,2022-03-09,CBE,Google Play Store,NEGATIVE,0.6970561742782593,other
"I can;t see my account, I can;t send it, it;s just a search, it doesn;t open",1,2022-03-09,CBE,Google Play Store,NEGATIVE,0.9996917247772217,login_issues
easy for life,5,2022-03-08,CBE,Google Play Store,POSITIVE,0.9970002770423889,other
Wow makes my Business Smarter and Faster. Thank you for Details.,5,2022-03-08,CBE,Google Play Store,POSITIVE,0.9998680353164673,performance
"1. Withdrawal messages are not received regularly 2. Apps need to be more friendly use in terms of operation, 3. Apps lack some advanced security features, Additional comment: 4. Now that we are using modern technology, requirements for Bank Book should fade away with time. Some Branch offices do not entertain customers w/out Bank Book. Thanks and best regards",3,2022-03-08,CBE,Google Play Store,NEGATIVE,0.9996441602706909,other
Great App!,5,2022-03-08,CBE,Google Play Store,POSITIVE,0.9998462200164795,other
Very convenient,5,2022-03-07,CBE,Google Play Store,POSITIVE,0.9988445043563843,other
"Please improve your transferring systems , ??👍",4,2022-03-07,CBE,Google Play Store,POSITIVE,0.7925167083740234,transactions
I'm satisfied,5,2022-03-06,CBE,Google Play Store,POSITIVE,0.999729335308075,other
I like z app so much,4,2022-03-06,CBE,Google Play Store,POSITIVE,0.9994441866874695,other
Some time the connection is busy Plz try to solve only these,1,2022-03-05,CBE,Google Play Store,NEGATIVE,0.9985849857330322,other
This doesnt even deserve any star. I havent seen any thing like it. Not only that but also the ones working in the bank dont even have a clue what to do about it. They got confused like me and ask me questions that they have to answer wow so much incomptency i have seen today. Wow,1,2022-03-05,CBE,Google Play Store,NEGATIVE,0.9751309752464294,other
"Terrible! I had to use it to pay for my service at Document Authentication & Registration office. I hit confirm it says try again & I hit confirm again & it ends up sending the money twice. Then I had to write a letter to the office to get my money back & it is been more than 2 weeks but I didn't get my money back yet. I talked the issue to my branch they said you are lucky the issue is with a gov't office, they would do their accounting and return your money, but there is nothing they can do.",1,2022-03-05,CBE,Google Play Store,NEGATIVE,0.9992859959602356,"login_issues, transactions, customer_support"
How can i get akey word of this app.?,5,2022-03-04,CBE,Google Play Store,NEGATIVE,0.9988116025924683,other
Nac,5,2022-03-04,CBE,Google Play Store,NEGATIVE,0.9303058385848999,other
Nice appa,5,2022-03-03,CBE,Google Play Store,POSITIVE,0.9998340606689453,other
This app made simple my life.,5,2022-03-03,CBE,Google Play Store,POSITIVE,0.9991034865379333,other
Does not work,1,2022-03-03,CBE,Google Play Store,NEGATIVE,0.9997377991676331,other
Make life easy,5,2022-03-02,CBE,Google Play Store,POSITIVE,0.999527096748352,other
"It is good service, but the service charge is not fair. I prefer to get the service in physical or ATM unless otherwise diffulty case happened.",2,2022-03-02,CBE,Google Play Store,NEGATIVE,0.9859786629676819,customer_support
"Its hard to trust this application coz while transfering money it transfers two times to the same account after only one transfer click and sometimes it says error but it actualy have transfered the money, so i only use it if it is mandatory unless its better to go to the bank, so it still doesn't solve the problem not to go to the bank, i am sure it have some systematic errors",1,2022-03-01,CBE,Google Play Store,NEGATIVE,0.9994592070579529,"login_issues, transactions, bugs"
Fast&relaible!,5,2022-03-01,CBE,Google Play Store,POSITIVE,0.9987757802009583,other
Stops working while u want to use most of the tíme. Please fix the bugs.,4,2022-02-28,CBE,Google Play Store,NEGATIVE,0.9997356534004211,bugs
I don't see any options for outside of the country users.,5,2022-02-27,CBE,Google Play Store,NEGATIVE,0.9977610111236572,other
ሁሉንም አገልግሎችን በተቀላጠፈና በአመቺ ሁኔታ ለማግኘት የሚያስችል መተግበሪያ ነው።,5,2022-02-27,CBE,Google Play Store,NEGATIVE,0.9366678595542908,other
Well organized apo,5,2022-02-27,CBE,Google Play Store,POSITIVE,0.9997720122337341,other
ብዙም ፈጣን አደለም ያስበላል ፍጥነቱ ያናደኛል በጣም.... እና ቢስተካከል መልካም ነዉ,3,2022-02-26,CBE,Google Play Store,NEGATIVE,0.962801992893219,other
I love it. I can make easy transaction.,4,2022-02-26,CBE,Google Play Store,POSITIVE,0.999876856803894,transactions
wonderful.,5,2022-02-26,CBE,Google Play Store,POSITIVE,0.9998692274093628,other
በጣም አዛ App,1,2022-02-26,CBE,Google Play Store,NEGATIVE,0.6179783940315247,other
This app is very easy to use and I interest it,5,2022-02-26,CBE,Google Play Store,POSITIVE,0.9995473027229309,other
Good Application,5,2022-02-26,CBE,Google Play Store,POSITIVE,0.999854564666748,other
Can't use the application since two weeks. I am outside Ethiopia but not able to transact. It is a disaster,2,2022-02-25,CBE,Google Play Store,NEGATIVE,0.9995111227035522,other
The only best app from cbe's tech,5,2022-02-25,CBE,Google Play Store,NEGATIVE,0.9694433808326721,other
best work,5,2022-02-24,CBE,Google Play Store,POSITIVE,0.9998117089271545,other
excelent App,5,2022-02-24,CBE,Google Play Store,POSITIVE,0.9983735084533691,other
Upgrade it,4,2022-02-24,CBE,Google Play Store,POSITIVE,0.9895620942115784,other
Good luck,5,2022-02-23,CBE,Google Play Store,POSITIVE,0.9998250603675842,other
It doesn't show me my number as well as my amount its always loading and its never stop that.,1,2022-02-23,CBE,Google Play Store,POSITIVE,0.7246149778366089,other
This app doesn't work on my Samsung J6.,1,2022-02-23,CBE,Google Play Store,NEGATIVE,0.9993389248847961,other
Thanks for the update as it eradicates several errors but my concern is that I couldn't download or send the transaction detail after a transfer/yransaction is made.,4,2022-02-23,CBE,Google Play Store,NEGATIVE,0.993176281452179,"transactions, bugs"
Scheme of further security is no doubt good,2,2022-02-22,CBE,Google Play Store,POSITIVE,0.99892657995224,other
Awesome app,4,2022-02-21,CBE,Google Play Store,POSITIVE,0.9998600482940674,other
Very interesting application,5,2022-02-20,CBE,Google Play Store,POSITIVE,0.9998199343681335,other
Very bad application which can not working properly.,1,2022-02-20,CBE,Google Play Store,NEGATIVE,0.9998152852058411,other
Great App.,5,2022-02-19,CBE,Google Play Store,POSITIVE,0.9998407363891602,other
Giddugaleessatti bareedadha,3,2022-02-19,CBE,Google Play Store,POSITIVE,0.7668175101280212,other
The best app 👌 I love it easy to use,5,2022-02-18,CBE,Google Play Store,POSITIVE,0.999839186668396,other
Not working regularly,3,2022-02-18,CBE,Google Play Store,NEGATIVE,0.9997568726539612,other
After i update it's very slow and not working good,2,2022-02-18,CBE,Google Play Store,NEGATIVE,0.9997357726097107,performance
Failed to use mobile banking,5,2022-02-18,CBE,Google Play Store,NEGATIVE,0.9997592568397522,other
Taks,1,2022-02-18,CBE,Google Play Store,NEGATIVE,0.5962872505187988,other
Its good. I like it,4,2022-02-17,CBE,Google Play Store,POSITIVE,0.9998579025268555,other
Can't refresh and display balance even. No proper updates maintainance. Update fail many times. Too much lag,1,2022-02-16,CBE,Google Play Store,NEGATIVE,0.9997870326042175,performance
👏👏👏👌👏👏,5,2022-02-16,CBE,Google Play Store,NEGATIVE,0.6970561742782593,other
Normal,4,2022-02-16,CBE,Google Play Store,POSITIVE,0.9916048049926758,other
Very satisfying app,5,2022-02-16,CBE,Google Play Store,POSITIVE,0.9998756647109985,other
App says phone is rooted while it's actually not after the update. Devs please fix this issue,1,2022-02-16,CBE,Google Play Store,NEGATIVE,0.9183653593063354,other
The best way,5,2022-02-16,CBE,Google Play Store,POSITIVE,0.9997900128364563,other
Excellent👏👏👏⚫️🔴⚪️,5,2022-02-15,CBE,Google Play Store,NEGATIVE,0.6970561742782593,other
It's just very exlent apo,3,2022-02-15,CBE,Google Play Store,POSITIVE,0.9891427159309387,other
Very amazing app,5,2022-02-15,CBE,Google Play Store,POSITIVE,0.9998725652694702,other
Always....busy Cant sync is common problem,5,2022-02-15,CBE,Google Play Store,NEGATIVE,0.9996442794799805,other
Such a nice,5,2022-02-15,CBE,Google Play Store,POSITIVE,0.9998594522476196,other
App not down load why,1,2022-02-15,CBE,Google Play Store,NEGATIVE,0.9323920011520386,other
I have use for every purpose. It save me time and the app is a pocket money for me.,5,2022-02-15,CBE,Google Play Store,NEGATIVE,0.9859011769294739,other
Hi Cbe the updeted app is still not instoled becouse app problem...,1,2022-02-15,CBE,Google Play Store,NEGATIVE,0.9897109866142273,other
"This update amezed me , its possible to send money across different banks wow . thanks",5,2022-02-15,CBE,Google Play Store,POSITIVE,0.9984021782875061,transactions
It shows Sinc finished but no Money figures shown on the page. I coudn't see or use the money i have in the Bank.,4,2022-02-15,CBE,Google Play Store,NEGATIVE,0.9994114637374878,other
it is very fast and simple to use.,5,2022-02-14,CBE,Google Play Store,POSITIVE,0.9995734095573425,performance
remarkable improvement,5,2022-02-14,CBE,Google Play Store,POSITIVE,0.9998606443405151,other
The last one week the App is not working even after updating not working please give some solution,1,2022-02-14,CBE,Google Play Store,NEGATIVE,0.9996280670166016,other
"Everything is perfect, but the transfer history must show the account owner(sender or the receiver)",5,2022-02-14,CBE,Google Play Store,POSITIVE,0.8931722640991211,"login_issues, transactions"
Once you update this application it will stop working even the staff at cbe branch can't fix it.,1,2022-02-14,CBE,Google Play Store,NEGATIVE,0.9994788765907288,other
Very a good,5,2022-02-14,CBE,Google Play Store,POSITIVE,0.9998700618743896,other
Not good enough for transfer funds to hellocash or rays microfinance.,5,2022-02-14,CBE,Google Play Store,NEGATIVE,0.9997928738594055,transactions
The app is very helpful,4,2022-02-14,CBE,Google Play Store,POSITIVE,0.9993189573287964,customer_support
Very 🤞 apps,1,2022-02-14,CBE,Google Play Store,POSITIVE,0.965106725692749,other
Thank you for everything,3,2022-02-14,CBE,Google Play Store,POSITIVE,0.9998495578765869,other
"Wow it is really easier way to communicate business men , even it is more than Front CBE servant.",4,2022-02-14,CBE,Google Play Store,POSITIVE,0.9855597019195557,other
good but sometimes system is sometimes hard,3,2022-02-14,CBE,Google Play Store,NEGATIVE,0.9171891212463379,other
It is not working still now,1,2022-02-13,CBE,Google Play Store,NEGATIVE,0.9993496537208557,other
By my self it is very nice i hope you will add another options!!,4,2022-02-13,CBE,Google Play Store,POSITIVE,0.9998301267623901,other
"I have a lot of experience ,some of them are:- 1. Being a teacher, 2. Being member of Air Force , 3. Being Sport coach",5,2022-02-13,CBE,Google Play Store,POSITIVE,0.9822814464569092,other
App kana jaaladhe,1,2022-02-13,CBE,Google Play Store,NEGATIVE,0.9690577983856201,other
Easy & Perfect app,5,2022-02-13,CBE,Google Play Store,POSITIVE,0.9998266100883484,other
Have nice!!!,5,2022-02-13,CBE,Google Play Store,POSITIVE,0.9998583793640137,other
very funtestic,5,2022-02-13,CBE,Google Play Store,POSITIVE,0.9996631145477295,other
ጊዜችንን በአግበቡ ለመጠቀም ምርጥ የሆና አፕ,5,2022-02-13,CBE,Google Play Store,NEGATIVE,0.9046949148178101,other
"Wow, its easy to use",5,2022-02-13,CBE,Google Play Store,POSITIVE,0.9993599057197571,other
I love this app!!,5,2022-02-13,CBE,Google Play Store,POSITIVE,0.9998692274093628,other
The problem that I have seen is some of the branches specially out of Addis Ababa doesn't have a know how about this application to authenticate it,4,2022-02-13,CBE,Google Play Store,NEGATIVE,0.9996389150619507,login_issues
This app is very useful,3,2022-02-13,CBE,Google Play Store,POSITIVE,0.998563826084137,other
The app is good but it needs some improvment. It is better to enable two accounts within one mobile to work with in a single app by switching out.,3,2022-02-13,CBE,Google Play Store,NEGATIVE,0.9941020607948303,login_issues
It's recommended to use this any other banking system,5,2022-02-13,CBE,Google Play Store,NEGATIVE,0.9441529512405396,other
"this a wonderful app, use it and it will help u a lot.",5,2022-02-13,CBE,Google Play Store,POSITIVE,0.9998695850372314,customer_support
Good. Keep it up!,4,2022-02-13,CBE,Google Play Store,POSITIVE,0.9998517036437988,other
"Good app. Can you add option to print or save ""Recent Transaction page"".",5,2022-02-13,CBE,Google Play Store,POSITIVE,0.9994120597839355,transactions
It is good App I like fast,4,2022-02-12,CBE,Google Play Store,POSITIVE,0.9998598098754883,performance
Very simple and satisfying app,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9998786449432373,other
Good app but not fast,4,2022-02-12,CBE,Google Play Store,POSITIVE,0.9981508851051331,performance
Save money,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9871341586112976,other
"Excellent application. 1. It lacks currency exchange rate. 2. It says ""error"" but transfer the birr which biase customers. Please solve the above issues.",4,2022-02-12,CBE,Google Play Store,POSITIVE,0.9803068041801453,"transactions, bugs"
ምርጥ,5,2022-02-12,CBE,Google Play Store,NEGATIVE,0.6970561742782593,other
Easy time saver and reliable for modern life !!,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9995489716529846,other
The one leads the ethiopian economy is commercial bank of Ethiopia am very satisfied with this service and customer let be customers I invest in,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9963983297348022,customer_support
Not working properly. Can not synchronized the current status,1,2022-02-12,CBE,Google Play Store,NEGATIVE,0.9997996687889099,other
I used to do everything with it but now it says can't sync. I can not do anything with it now. I'm having difficulties. Please try to fix it,1,2022-02-12,CBE,Google Play Store,NEGATIVE,0.9995355606079102,other
Very nice!!!!!!!!!!!!!!!!!,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9998555183410645,other
Fast and easy to use,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9995805621147156,performance
"It worked fine until I have received an SMS with a link to update the app, it directs me to play store having Open and uninstall options which when I choose open kept bringing me back to the interface of the app I already have.",1,2022-02-12,CBE,Google Play Store,NEGATIVE,0.5636438131332397,ui_ux
Sometimes there is a problem of synchronization.,4,2022-02-12,CBE,Google Play Store,NEGATIVE,0.9988049268722534,other
It's good to have this app for easy use,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9991406202316284,other
Simple and friendly,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9998623132705688,other
Greatest one ever I never see before,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9998549222946167,other
I like it 👍,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9997929930686951,other
Nice and easy app,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9998438358306885,other
It's just good and secured application,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9998252987861633,other
Awo,4,2022-02-12,CBE,Google Play Store,NEGATIVE,0.9910936951637268,other
need to be improved,3,2022-02-12,CBE,Google Play Store,NEGATIVE,0.993545413017273,other
"Very good application. However, recently, it is not working properly. Refusing to transfer money to telebirr and other accounts.",5,2022-02-12,CBE,Google Play Store,NEGATIVE,0.9983834028244019,"login_issues, transactions"
Simple & easy!,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9997207522392273,other
Is for work,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9994713664054871,other
💯💯💯💯,5,2022-02-12,CBE,Google Play Store,NEGATIVE,0.6970561742782593,other
Thanks more,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9998072981834412,other
.Sorry.not Tsedeneya But Eden. Thanks.,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9993939399719238,other
The Bank you always rely on!,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9987932443618774,other
ጥሩ ነው በርቱ,5,2022-02-12,CBE,Google Play Store,NEGATIVE,0.8337246179580688,other
It wouldn't sync usually.,5,2022-02-12,CBE,Google Play Store,NEGATIVE,0.9994750618934631,other
The best of best,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9998393058776855,other
Really wonderful. Facilitates Hassle free operation.,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9995088577270508,other
Makes life simple,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9998370409011841,other
10 years,3,2022-02-12,CBE,Google Play Store,POSITIVE,0.9842737913131714,other
Thanks for this multiple purpose app,4,2022-02-12,CBE,Google Play Store,POSITIVE,0.9993498921394348,other
It is friendly app,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9997376799583435,other
almost every day,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9971551895141602,other
The service is very efficient and user friendly.,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9996676445007324,"ui_ux, customer_support"
Great app. Pls continue,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9997647404670715,other
"it doesn't update status in any network i don't know where it work, please fix this problem it does't work at all",1,2022-02-12,CBE,Google Play Store,NEGATIVE,0.9997230172157288,other
Optimal,5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9997511506080627,other
"It is the best mob.banking app, i ever used.",5,2022-02-12,CBE,Google Play Store,POSITIVE,0.9997490048408508,other
